dataset,field,threshold,lower_interval_em,distance,higher_interval_em,lower_interval_f1,distance,higher_interval_f1,samples,sample_size,len_lower,len_higher
squad_base,kth_sentence_new,0,<79.11875;83.94687499999999>,0,<77.684375;82.38125>,<86.53740097491065;89.90996304537433>,0,<85.80185392060197;89.34689269053591>,100,800,3571,6999
squad_super_similar_words_4,similar_words,8,<74.99375;80.13125>,0.24375000000000568,<80.375;84.25625>,<84.23467893230246;87.98015229388696>,0.1049815626327586,<88.08513385651972;90.45298984389316>,100,800,8738,1832
squad_super_similar_words_4,similar_words,3,<71.8625;76.375>,0.8093750000000028,<77.184375;82.190625>,<82.08208466401004;85.40026309201492>,0.030073440668516582,<85.43033653268344;89.07705025766126>,100,800,1894,8676
squad_super_similar_words_4,similar_words,4,<72.684375;77.63125>,0,<77.3625;82.63125>,<82.69974766904632;85.95306869555024>,0,<85.17790007371994;89.51715156374925>,100,800,3281,7289
squad_super_similar_words_4,similar_words,5,<73.434375;78.76875>,0,<77.99375;82.875>,<82.9559132066234;86.7140916246952>,0,<86.01180524026404;89.74858010385358>,100,800,4916,5654
squad_super_similar_words_4,similar_words,6,<74.184375;79.5>,0,<79.5;84.38749999999999>,<83.5428860247207;87.4782839601684>,0,<87.38983265838428;90.39669366379887>,100,800,6445,4125
squad_super_similar_words_4,similar_words,7,<74.059375;79.625>,0,<79.375;84.25>,<83.5938577320407;87.33588239268444>,0.33199254012136237,<87.6678749328058;90.44809676152383>,100,800,7740,2830
squad_super_similar_words_4,similar_words,8,<74.8625;80.565625>,0,<80.559375;84.065625>,<84.15460376017802;88.35604638325964>,0,<88.06934637222291;90.6469292438674>,100,800,8738,1832
squad_super_similar_words_4,similar_words,3,<71.86875;76.0>,0.6124999999999972,<76.6125;82.00625>,<81.9571397374297;85.26865254960691>,0.33206031553295645,<85.60071286513987;89.0638985618777>,100,800,1894,8676
squad_super_similar_words_4,similar_words,4,<72.809375;77.375>,0.17812499999999432,<77.553125;82.940625>,<82.46625405980012;85.9758774054299>,0,<85.82552317406517;89.68456218529823>,100,800,3281,7289
squad_super_similar_words_4,similar_words,5,<73.059375;78.690625>,0,<77.809375;82.75>,<82.70868500841426;87.18198690436292>,0,<85.68490204698843;89.74876964062615>,100,800,4916,5654
squad_super_similar_words_4,similar_words,6,<73.684375;78.63125>,0.8031250000000085,<79.434375;83.690625>,<83.17891574151884;86.87277425002345>,0.29223924821040725,<87.16501349823386;90.64122991280497>,100,800,6445,4125
squad_super_similar_words_4,similar_words,7,<73.625;79.75625>,0,<79.534375;83.690625>,<83.35501123657772;87.41250584728503>,0.20688851699468103,<87.61939436427971;90.60850597624561>,100,800,7740,2830
squad_super_similar_words_4,similar_words,8,<75.49375;80.625>,0,<80.375;84.13125>,<84.57110671319795;88.03422435620358>,0,<87.9608118865623;90.75606394744608>,100,800,8738,1832
squad_super_similar_words_4,similar_words,3,<72.059375;76.38125>,0.6781250000000085,<77.059375;81.440625>,<81.69976231030058;85.28398712407508>,0.10727630226372753,<85.39126342633881;88.89327518407818>,100,800,1894,8676
squad_super_similar_words_4,similar_words,4,<72.74375;77.38125>,0.11875000000000568,<77.5;83.453125>,<82.35672356980584;86.14469536896645>,0,<85.78430279294979;89.92944649474184>,100,800,3281,7289
squad_super_similar_words_4,similar_words,5,<73.625;78.315625>,0,<77.7375;83.50625>,<82.63216978747538;86.62190674697608>,0,<86.55386502556128;89.8770601696598>,100,800,4916,5654
squad_super_similar_words_4,similar_words,6,<73.2375;78.63749999999999>,0.9218750000000142,<79.559375;83.625>,<82.94336629896577;86.91094609046453>,0.1273127340446223,<87.03825882450916;90.51499032337678>,100,800,6445,4125
squad_super_similar_words_4,similar_words,7,<75.309375;80.13125>,0,<79.5;83.815625>,<84.27169813324556;87.76120969054871>,0,<87.01546763826266;90.50342227860779>,100,800,7740,2830
squad_super_similar_words_4,similar_words,8,<75.5;80.565625>,0,<80.309375;83.940625>,<84.23687543830177;87.92051339136951>,0.24838264579581448,<88.16889603716533;90.65216952639035>,100,800,8738,1832
squad_base,answer_lenght,1,<84.178125;87.88125>,3.1781249999999943,<75.434375;81.0>,<87.6107138203232;90.78487846355031>,0,<85.04790262829228;89.07398114485446>,100,800,2295,8275
squad_base,answer_lenght,2,<83.375;87.565625>,5.618750000000006,<72.5;77.75625>,<87.91689765098674;90.82540773290263>,0.33615067425323275,<84.2710039039819;87.58074697673351>,100,800,5386,5184
squad_base,answer_lenght,3,<81.678125;87.375>,8.362499999999997,<67.36875;73.315625>,<86.61902505167068;90.86501372190519>,0.8893743391693363,<81.95427602864412;85.72965071250134>,100,800,7446,3124
squad_base,answer_lenght,4,<80.86875;85.88125>,12.743750000000006,<64.059375;68.125>,<86.70090078389384;90.52724327033347>,2.9677476807646173,<80.51034691274023;83.73315310312923>,100,800,8529,2041
squad_base,answer_lenght,5,<80.809375;85.315625>,15.934375000000003,<60.75;64.875>,<87.04404739449612;90.65884690362779>,5.399130371687761,<78.66172696519402;81.64491702280836>,100,800,9198,1372
squad_base,answer_lenght,1,<84.375;87.75>,3.5531250000000085,<76.5;80.82187499999999>,<87.75703117195305;90.78689212697023>,0,<85.38916772729782;88.59548418062965>,100,800,2295,8275
squad_base,answer_lenght,2,<82.684375;87.63125>,4.368750000000006,<72.684375;78.315625>,<87.20399444951833;91.02072616058368>,0,<84.2370056012093;87.93390486304983>,100,800,5386,5184
squad_base,answer_lenght,3,<82.184375;86.75625>,9.559375000000003,<67.684375;72.625>,<87.37055539538076;90.83605740766582>,1.615713029453559,<81.73250009813539;85.7548423659272>,100,800,7446,3124
squad_base,answer_lenght,4,<81.184375;86.25625>,12.434375000000003,<64.11875;68.75>,<86.82717555840806;90.94373447774684>,3.1489398256474743,<80.92038740723171;83.67823573276058>,100,800,8529,2041
squad_base,answer_lenght,5,<80.434375;84.815625>,15.868750000000006,<60.86875;64.565625>,<87.04429145002483;90.47957502853565>,5.45683987897371,<78.84205266588012;81.58745157105112>,100,800,9198,1372
squad_base,answer_lenght,1,<84.24375;87.690625>,2.9937500000000057,<75.928125;81.25>,<87.73089166909476;90.52438133914696>,0,<84.97018327447404;88.92129701699577>,100,800,2295,8275
squad_base,answer_lenght,2,<82.5;87.32187499999999>,4.987500000000011,<72.61875;77.51249999999999>,<87.51727224295719;91.16040191493492>,0,<84.05018633582021;87.58492087180328>,100,800,5386,5184
squad_base,answer_lenght,3,<82.309375;86.315625>,9.487500000000011,<67.49375;72.82187499999999>,<87.37230279258182;90.70799541149442>,1.7090973885860024,<82.11845900613028;85.66320540399582>,100,800,7446,3124
squad_base,answer_lenght,4,<80.921875;85.75>,11.725000000000009,<64.434375;69.19687499999999>,<86.86657448607353;90.73167575389326>,2.8846988598287027,<80.29712732343259;83.98187562624483>,100,800,8529,2041
squad_base,answer_lenght,5,<80.559375;85.00625>,15.487500000000011,<60.75;65.07187499999999>,<87.11817805377885;90.37284920110463>,5.3200685752265,<78.75482329645216;81.79810947855235>,100,800,9198,1372
squad_base,answer_lenght,1,<84.36875;88.190625>,3.546875000000014,<76.059375;80.82187499999999>,<87.90246049956984;90.8842354260323>,0,<85.33657717480054;89.03160799853238>,100,800,2295,8275
squad_base,answer_lenght,2,<82.434375;86.815625>,5.184375000000003,<71.803125;77.25>,<87.14650481289543;90.56955854873493>,0,<84.11178650216165;87.2285034379382>,100,800,5386,5184
squad_base,answer_lenght,3,<81.934375;86.25>,9.184375000000003,<67.184375;72.75>,<87.19194571959325;90.43108650651592>,1.657982309756349,<82.17678431556396;85.5339634098369>,100,800,7446,3124
squad_base,answer_lenght,4,<80.684375;86.065625>,11.171875000000014,<63.875;69.51249999999999>,<87.19481872786001;90.84355668231488>,3.3312753942218336,<80.65963880223045;83.86354333363818>,100,800,8529,2041
squad_base,answer_lenght,5,<79.934375;85.078125>,14.612500000000011,<60.803125;65.32187499999999>,<86.9613560948795;90.31113682283987>,4.913966494654886,<78.87393928232979;82.04738960022462>,100,800,9198,1372
squad_base,answer_lenght,1,<84.184375;88.0>,2.7437500000000057,<75.74375;81.440625>,<87.86357762029634;90.59525582924017>,0,<85.28640440155068;89.12738276079634>,100,800,2295,8275
squad_base,answer_lenght,2,<82.934375;87.75625>,4.684375000000003,<72.059375;78.25>,<87.67683133163104;91.12400945561788>,0,<84.06195079166409;87.74097860258588>,100,800,5386,5184
squad_base,answer_lenght,3,<82.5;86.440625>,9.934375000000003,<68.309375;72.565625>,<87.23975368004851;90.71320716184489>,1.9484271280773129,<82.26101281359806;85.2913265519712>,100,800,7446,3124
squad_base,answer_lenght,4,<81.053125;86.375>,12.046875,<63.178125;69.00625>,<87.1607590218628;90.93002394570857>,3.383936694223408,<80.60718952814102;83.7768223276394>,100,800,8529,2041
squad_base,answer_lenght,5,<80.375;85.38125>,15.934375000000003,<60.49375;64.440625>,<87.0391873041022;90.78477669585419>,5.5761803914639785,<78.95230909846931;81.46300691263822>,100,800,9198,1372
squad_super_answer_length_3,answer_lenght,1,<81.934375;85.815625>,2.3687500000000057,<74.24375;79.565625>,<86.12740459939062;89.11860732631341>,0,<84.8556997263093;88.28020690512103>,100,800,2295,8275
squad_super_answer_length_3,answer_lenght,2,<78.684375;83.190625>,2.184375000000003,<71.86875;76.5>,<84.94083439038444;88.33315624333066>,0,<84.34316660814622;87.58279953203466>,100,800,5386,5184
squad_super_answer_length_3,answer_lenght,3,<78.053125;82.75>,4.112499999999997,<67.803125;73.940625>,<85.02899567045387;88.82574285001404>,0,<82.96772885743327;86.91136921560756>,100,800,7446,3124
squad_super_answer_length_3,answer_lenght,4,<78.0;82.625>,7.5,<65.75;70.5>,<85.48508405944929;89.23498470921731>,0,<82.12669422331939;85.69333936528717>,100,800,8529,2041
squad_super_answer_length_3,answer_lenght,5,<77.1125;82.82187499999999>,11.546875,<62.125;65.565625>,<85.00225205151996;89.26530113675558>,1.7117865461075041,<80.23085825935586;83.29046550541246>,100,800,9198,1372
squad_super_answer_length_3,answer_lenght,1,<81.74375;85.815625>,2.7375000000000114,<73.73125;79.00625>,<85.5972810168791;89.07098551611404>,0,<84.56116546086866;88.25269536453683>,100,800,2295,8275
squad_super_answer_length_3,answer_lenght,2,<78.75;83.69687499999999>,2.184375000000003,<71.678125;76.565625>,<84.88544831917044;88.6886929017428>,0,<84.21664803880401;87.93314415546905>,100,800,5386,5184
squad_super_answer_length_3,answer_lenght,3,<78.5;82.940625>,4.3031250000000085,<68.875;74.19687499999999>,<85.30975647871624;88.78365592273529>,0,<83.35846484696862;86.48181105254113>,100,800,7446,3124
squad_super_answer_length_3,answer_lenght,4,<78.178125;82.815625>,7.671875,<65.184375;70.50625>,<85.6983494937239;89.15050406400678>,0.3436267694450379,<82.20575520544098;85.35472272427886>,100,800,8529,2041
squad_super_answer_length_3,answer_lenght,5,<77.36875;82.75625>,11.303125000000009,<62.375;66.065625>,<85.74295103011076;89.46982698759412>,2.7623599150082327,<80.62954164130576;82.98059111510253>,100,800,9198,1372
squad_super_answer_length_3,answer_lenght,1,<82.125;85.625>,3.375,<73.678125;78.75>,<86.1544752092912;89.21650716399587>,0,<84.5327422876029;88.11931437938915>,100,800,2295,8275
squad_super_answer_length_3,answer_lenght,2,<78.86875;83.76249999999999>,2.3625000000000114,<71.559375;76.50625>,<84.88317099469043;88.61698725787416>,0,<84.37321835279275;87.6569683480443>,100,800,5386,5184
squad_super_answer_length_3,answer_lenght,3,<77.4875;83.440625>,3.606250000000003,<69.11875;73.88125>,<84.97891697876894;89.13953649286742>,0,<83.4630921860102;86.96632976676173>,100,800,7446,3124
squad_super_answer_length_3,answer_lenght,4,<77.74375;83.89999999999999>,7.368750000000006,<65.184375;70.375>,<85.21927621581393;89.23409104126775>,0,<82.015024530903;85.26673265909119>,100,800,8529,2041
squad_super_answer_length_3,answer_lenght,5,<77.684375;83.01249999999999>,11.678125000000009,<61.74375;66.00625>,<85.49922500571172;89.42101835691832>,2.5056842416163505,<80.38167052002696;82.99354076409537>,100,800,9198,1372
squad_super_answer_length_3,answer_lenght,1,<82.309375;85.63125>,3.559375000000003,<72.74375;78.75>,<86.1258277711567;89.00716807726263>,0,<84.27576265296877;88.1665753180899>,100,800,2295,8275
squad_super_answer_length_3,answer_lenght,2,<79.059375;84.190625>,1.7437500000000057,<71.625;77.315625>,<85.48147610732642;88.74722551698963>,0,<84.29545734667335;87.96163078645337>,100,800,5386,5184
squad_super_answer_length_3,answer_lenght,3,<78.184375;83.690625>,4.606250000000003,<68.803125;73.578125>,<85.20766557439497;89.02795632187498>,0,<83.42196940342185;86.82437098797863>,100,800,7446,3124
squad_super_answer_length_3,answer_lenght,4,<78.059375;83.5>,8.118750000000006,<65.75;69.940625>,<85.20321397845737;89.31086382216856>,0.016335741285743666,<82.20099906942113;85.18687823717163>,100,800,8529,2041
squad_super_answer_length_3,answer_lenght,5,<77.803125;82.815625>,12.178124999999994,<62.059375;65.625>,<85.58158794651466;88.9470702209448>,2.558998707360587,<80.54857247754855;83.02258923915407>,100,800,9198,1372
squad_super_answer_length_3,answer_lenght,1,<81.559375;86.125>,2.421875000000014,<73.11875;79.13749999999999>,<85.61743237254338;89.42596429262132>,0,<84.33214301366556;88.22449506477368>,100,800,2295,8275
squad_super_answer_length_3,answer_lenght,2,<79.125;83.565625>,2.0531250000000085,<71.684375;77.07187499999999>,<84.86264835961751;88.52645862221125>,0,<83.90210972812604;87.88008564271338>,100,800,5386,5184
squad_super_answer_length_3,answer_lenght,3,<78.428125;83.75625>,4.553124999999994,<68.5;73.875>,<85.69604761777225;89.64808236898588>,0,<83.45030345110486;87.00199578158418>,100,800,7446,3124
squad_super_answer_length_3,answer_lenght,4,<77.99375;83.25>,7.356250000000017,<65.434375;70.63749999999999>,<85.55708881716804;89.13257213165123>,0.06697604601224327,<82.1286349730113;85.4901127711558>,100,800,8529,2041
squad_super_answer_length_3,answer_lenght,5,<77.75;82.63125>,11.993750000000006,<61.184375;65.75625>,<85.60909393961039;89.15104148243375>,2.2095419364409565,<80.4225994125285;83.39955200316943>,100,800,9198,1372
squad_base,question_length,6,<74.75;77.828125>,1.421875,<79.25;83.50625>,<84.52937120900967;87.1182100616174>,0,<86.41762712784887;89.90842164669768>,100,800,1262,9308
squad_base,question_length,7,<76.625;80.69687499999999>,0,<78.49375;83.815625>,<85.43543117835529;88.30586761582883>,0,<86.16571353092934;90.06178511347154>,100,800,2250,8320
squad_base,question_length,8,<77.434375;82.0>,0,<77.934375;82.565625>,<85.87883724557577;89.05106142063549>,0,<85.60929609586728;88.83257020113767>,100,800,3443,7127
squad_base,question_length,9,<77.3625;81.875>,0,<77.61875;83.57187499999999>,<85.47535944071181;89.01980222933601>,0,<85.84228129937804;89.79406959434897>,100,800,4715,5855
squad_base,question_length,10,<77.303125;82.07187499999999>,0,<78.875;83.690625>,<85.6619068437084;89.33340547332674>,0,<86.01918115467967;89.26574793854464>,100,800,6064,4506
squad_base,question_length,11,<77.184375;82.50625>,0,<78.6125;83.375>,<85.47651907835203;89.39121846991505>,0,<86.14779221206267;89.52129012892841>,100,800,7108,3462
squad_base,question_length,12,<77.49375;82.875>,0,<78.5;82.940625>,<85.67014926002679;89.52896112680116>,0,<85.86711017785858;89.00364660048311>,100,800,8036,2534
squad_base,question_length,13,<77.625;82.38125>,0,<78.75;83.07187499999999>,<86.00942499019988;89.64348942019629>,0,<85.9538366321532;89.17190574894222>,100,800,8737,1833
squad_base,question_length,14,<76.921875;82.375>,0,<79.25;82.625>,<85.31440901032633;89.17621783944308>,0,<86.39301553199586;88.64992865778429>,100,800,9224,1346
squad_base,question_length,15,<77.875;82.440625>,0,<79.375;81.88125>,<85.96287284502927;89.21955437023458>,0,<86.42929776122821;88.11503364637633>,100,800,9608,962

squad_base,distances,7,<80.934375;85.065625>,9.684375000000003,<66.178125;71.25>,<88.31329788400654;91.21837260892426>,8.716674006272015,<75.96587453393538;79.59662387773453>,100,800,8768,1651
squad_base,similar_words,4,<74.24375;78.565625>,0.9937500000000057,<79.559375;83.50625>,<83.2263967242904;86.70047248464411>,0.36835852386072077,<87.06883100850483;89.97109275314355>,100,800,3281,7289
squad_base,answer_lenght,3,<81.7375;86.25>,8.100000000000009,<67.49375;73.63749999999999>,<86.83389921632609;90.73283610587276>,1.0088075672652508,<82.32826127107741;85.82509164906084>,100,800,7446,3124
squad_base,kth_sentence,0,<79.059375;83.690625>,0,<76.934375;82.190625>,<86.43195470668519;89.77346047527568>,0,<85.78879146461016;89.20499894853324>,100,800,3571,6999
squad_base,kth_sentence,1,<78.11875;82.75>,0,<76.678125;81.57187499999999>,<85.90372901483234;89.56776021365062>,0,<85.46522590960733;89.22137360775011>,100,800,6082,4488
squad_base,kth_sentence,2,<77.934375;82.75>,0,<77.184375;81.440625>,<85.8929061621477;89.76258174093957>,0,<86.00850912403294;88.8596690505376>,100,800,7872,2698
squad_base,kth_sentence,3,<77.559375;83.00625>,0,<75.934375;79.690625>,<85.66008397340526;89.7964555799023>,0,<85.3387859461815;87.85389064737727>,100,800,9134,1436
squad_base,cosine_similarity,0.1,<73.25;75.440625>,3.1656250000000057,<78.60625;83.690625>,<82.34583030709773;84.03021662629448>,2.631263773335661,<86.66148039963014;89.95040482400802>,100,800,954,9616
squad_base,cosine_similarity,0.2,<74.7375;79.875>,0,<78.85;83.625>,<83.35604601348754;87.08891256907121>,0,<86.26825318747458;90.46542999281111>,100,800,2941,7629
squad_base,cosine_similarity,0.3,<76.934375;81.5>,0,<78.421875;83.13125>,<85.01057359463287;88.64372020024531>,0,<86.39211077356275;89.93744657306108>,100,800,5362,5208
squad_base,cosine_similarity,0.4,<77.934375;82.51249999999999>,0,<78.5;82.565625>,<86.08901968872357;89.36219724877738>,0,<86.16751973507783;89.3024411117522>,100,800,7602,2968
squad_base,cosine_similarity,0.5,<77.36875;82.815625>,0,<78.184375;81.88125>,<85.7345518980184;89.31949973427733>,0,<86.77580143659496;89.01967092346166>,100,800,9262,1308
squad_base,answer_subject_positions,0,<80.0;84.38125>,0,<77.809375;82.190625>,<86.83164102484018;90.00418447117909>,0,<85.77349195573524;89.44786030799267>,100,800,3049,4526
squad_base,answer_subject_positions,1,<79.434375;84.57187499999999>,0.8625000000000114,<74.74375;78.57187499999999>,<86.88132289446756;90.51845923804667>,0,<83.8970244763333;87.0067802803419>,100,800,5903,1672
squad_base,max_sim_ents,0,<73.434375;78.440625>,3.6187500000000057,<82.059375;86.315625>,<83.16902852623572;86.63859944513055>,1.978346967607365,<88.61694641273792;91.65586027032427>,100,800,5006,5564
squad_base,max_sim_ents,1,<74.809375;80.565625>,0.7437500000000057,<81.309375;85.75625>,<84.46630925427633;88.10542725919949>,0,<87.63873701844626;91.10238292379138>,100,800,6021,4549
squad_base,max_sim_ents,2,<76.434375;81.07187499999999>,0,<80.61875;85.26249999999999>,<85.1750028223407;88.3275270132875>,0,<87.53747363255151;90.75332890813608>,100,800,7026,3544
squad_base,max_sim_ents,3,<76.934375;81.89375>,0,<80.309375;84.690625>,<85.55903920910262;88.8392532894429>,0,<86.75718014824082;90.39515413261726>,100,800,7843,2727
squad_base,max_sim_ents,4,<77.309375;82.07187499999999>,0,<79.625;83.32187499999999>,<85.65841129252689;89.20321518800986>,0,<86.55753681912874;89.50443401537252>,100,800,8463,2107
squad_base,cosine_similarity,0.1,<71.88333333333333;77.45>,0.5499999999999972,<78.0;83.67222222222222>,<81.43948674339211;85.2095029242677>,0.8723291706197784,<86.08183209488747;90.09729905681853>,100,450,954,9616
squad_base,cosine_similarity,0.1,<71.55555555555556;76.88888888888889>,0.5499999999999972,<77.43888888888888;83.67222222222222>,<80.70401682020494;85.11665723972523>,0.47338388496149264,<85.59004112468672;90.05459460963709>,100,450,954,9616
squad_base,kth_sentence,0,<77.97777777777777;84.88888888888889>,0,<75.9888888888889;82.9>,<85.44066642577884;91.02405472270222>,0,<85.25689217649789;89.75984186466883>,100,450,3571,6999
squad_base,kth_sentence,1,<78.22222222222223;84.22222222222223>,0,<75.9888888888889;82.0111111111111>,<85.50787213648141;90.0631512158837>,0,<84.46450973657295;89.39643919757194>,100,450,6082,4488
squad_base,kth_sentence,2,<76.77222222222223;83.67222222222222>,0,<76.44444444444444;82.44444444444444>,<85.16729255118427;90.1300140882998>,0,<85.0153699362143;89.31214690226345>,100,450,7872,2698
squad_base,kth_sentence,3,<75.97777777777777;83.45>,0,<74.44444444444444;80.0>,<84.86160011080366;89.80844867441927>,0,<83.88619256655582;88.17048503709522>,100,450,9134,1436
squad_base,kth_sentence,4,<77.21666666666667;83.55555555555556>,0,<74.77222222222223;79.89444444444445>,<85.43264903218899;90.5499733767073>,0,<83.86187399086538;87.48608385631067>,100,450,9813,757

squad_super_all_v1,distances,2,<80.5;84.815625>,1.8093750000000028,<73.434375;78.690625>,<88.16201563055637;91.31809753275502>,1.7436092724864238,<82.47871147497912;86.41840635806994>,100,800,5050,5369
squad_super_all_v1,distances,3,<79.74375;85.25625>,3.6187500000000057,<71.11875;76.125>,<87.97308183617676;91.57954379451067>,3.651456924833809,<80.47864513386212;84.32162491134295>,100,800,6454,3965
squad_super_all_v1,distances,4,<79.86875;84.69687499999999>,5.6781250000000085,<68.74375;74.190625>,<88.09459467454435;91.23658263552565>,5.014659123464256,<78.90086168506218;83.0799355510801>,100,800,7340,3079
squad_super_all_v1,distances,5,<79.046875;84.375>,6.456250000000011,<67.625;72.59062499999999>,<87.56923883982024;91.1189290728732>,6.184187033606591,<77.57214187064491;81.38505180621365>,100,800,7957,2462
squad_super_all_v1,distances,6,<79.559375;84.440625>,8.987500000000011,<65.49375;70.57187499999999>,<87.56520051357317;90.65760391528676>,7.597189193136558,<76.21551667602725;79.96801132043662>,100,800,8447,1972
squad_super_all_v1,distances,7,<78.25;83.190625>,9.309375000000003,<64.74375;68.940625>,<87.03755020050761;90.14448787602227>,8.356433990030993,<74.63341870092677;78.68111621047662>,100,800,8768,1651
squad_super_all_v1,distances,8,<78.25;83.44687499999999>,10.434375000000003,<63.559375;67.815625>,<86.64550547522549;90.18529637042266>,9.705781647300512,<73.88490316561416;76.93972382792498>,100,800,9048,1371
squad_super_all_v1,similar_words,3,<73.11875;77.125>,0.25,<77.375;82.25>,<82.45475776724173;85.62795944206945>,0,<85.55697313283397;89.48967904059145>,100,800,1894,8676
squad_super_all_v1,similar_words,4,<73.125;78.190625>,0,<77.053125;82.63125>,<82.70823791660055;86.77146470129512>,0,<85.49254897603105;89.93319551003454>,100,800,3281,7289
squad_super_all_v1,similar_words,5,<74.25;78.940625>,0,<78.434375;83.584375>,<83.55721762346631;86.50801885142069>,0.1610138612055465,<86.66903271262623;90.30378004517347>,100,800,4916,5654
squad_super_all_v1,similar_words,6,<74.125;79.690625>,0.30937500000000284,<80.0;84.00625>,<83.5231424992568;87.52872388893155>,0.1531835763911289,<87.68190746532268;90.4570688132912>,100,800,6445,4125
squad_super_all_v1,similar_words,7,<74.934375;80.51249999999999>,0,<79.49375;84.375>,<84.24922819796014;87.57245270674159>,0.20550898602225232,<87.77796169276384;90.68227315535492>,100,800,7740,2830
squad_super_all_v1,similar_words,8,<75.553125;81.440625>,0,<80.24375;84.065625>,<84.31687058112017;88.60747122355912>,0,<88.11558067281845;90.35233167917922>,100,800,8738,1832
squad_super_all_v1,answer_lenght,1,<82.75;86.88125>,3.25,<73.875;79.5>,<86.82002108798063;90.27141586864931>,0,<84.28195163084725;88.40407771747041>,100,800,2295,8275
squad_super_all_v1,answer_lenght,2,<81.434375;85.625>,4.981250000000003,<71.059375;76.453125>,<86.3217532527996;89.63789463692432>,0,<83.74038582248329;87.16460189080345>,100,800,5386,5184
squad_super_all_v1,answer_lenght,3,<80.684375;84.815625>,8.118750000000006,<67.1125;72.565625>,<86.49633858648099;90.01029361643525>,0.6089879145839916,<82.23817333179723;85.887350671897>,100,800,7446,3124
squad_super_all_v1,answer_lenght,4,<78.171875;84.0>,9.171875,<63.303125;69.0>,<85.7301374741691;89.45507593264063>,1.2640003980343124,<81.00472562546288;84.46613707613479>,100,800,8529,2041
squad_super_all_v1,answer_lenght,5,<78.684375;83.940625>,13.993750000000006,<60.684375;64.690625>,<85.8173585316311;89.73270113243176>,3.5341836201581884,<79.7918099428996;82.28317491147291>,100,800,9198,1372
squad_super_all_v1,cosine_similarity,0.1,<73.625;75.875>,0.6781249999999943,<76.553125;81.875>,<82.96603911441898;84.56943520365787>,0.9219740859126091,<85.49140928957048;89.16827264553369>,100,800,954,9616
squad_super_all_v1,cosine_similarity,0.2,<73.178125;78.82187499999999>,0,<77.053125;82.63749999999999>,<82.79247398034308;86.72130278633854>,0,<85.72248152781815;89.59226650848157>,100,800,2941,7629
squad_super_all_v1,cosine_similarity,0.3,<75.934375;80.375>,0,<77.559375;81.875>,<84.3973688109831;87.96790074769591>,0,<86.15975016684008;89.15683031670041>,100,800,5362,5208
squad_super_all_v1,cosine_similarity,0.4,<76.49375;81.46562499999999>,0,<77.74375;81.75625>,<85.05416656754461;88.43172675905441>,0,<85.9512685130379;89.29967083251312>,100,800,7602,2968
squad_super_all_v1,cosine_similarity,0.5,<75.74375;81.565625>,0,<76.625;80.125>,<84.77739528297384;88.78809704655927>,0,<86.39212267318733;88.65753052168711>,100,800,9262,1308
squad_super_all_v1,max_sim_ents,0,<72.184375;77.13125>,3.4281250000000085,<80.559375;85.19687499999999>,<82.00172993060464;85.92082421969903>,2.160527011349302,<88.08135123104833;91.23970159274539>,100,800,5006,5564
squad_super_all_v1,max_sim_ents,1,<74.0;79.190625>,0,<79.059375;84.13125>,<83.59084365094807;87.26599675735685>,0,<86.56040829322514;90.74782260178657>,100,800,6021,4549
squad_super_all_v1,max_sim_ents,2,<75.053125;80.125>,0,<78.86875;83.25>,<84.25064892452512;88.11168741831072>,0,<86.63904364320825;89.70103121261108>,100,800,7026,3544
squad_super_all_v1,max_sim_ents,3,<76.309375;81.19687499999999>,0,<77.49375;82.125>,<84.68868232348746;88.38529591758179>,0,<85.98090780748528;89.3294422831765>,100,800,7843,2727
squad_super_all_v1,max_sim_ents,4,<75.796875;81.190625>,0,<77.125;80.88125>,<84.99748154065188;88.70802154436691>,0,<85.29774581021685;88.33804909032797>,100,800,8463,2107
squad_super_all_v1,answer_subject_positions,0,<78.309375;83.0>,0,<75.99375;81.32187499999999>,<85.75968820714404;89.1110154782181>,0,<85.75035089189763;89.41512410214152>,100,800,3049,4526
squad_super_all_v1,answer_subject_positions,1,<78.125;82.315625>,1.3093750000000028,<72.546875;76.815625>,<86.50941079329293;89.61133117563296>,0.07132460350294423,<83.30354575208827;86.43808618978998>,100,800,5903,1672
squad_super_all_v1,distances,2,<80.053125;85.0>,1.3624999999999972,<72.99375;78.690625>,<88.43187904969764;91.06766013782806>,1.6518759848782452,<82.47370689378627;86.7800030648194>,100,800,5050,5369
squad_super_all_v1,distances,3,<80.0;85.0>,4.0,<70.803125;76.0>,<88.28242865057595;91.59123693314773>,3.614289032674563,<80.46704133453632;84.66813961790139>,100,800,6454,3965
squad_super_all_v1,distances,4,<80.25;84.828125>,6.118750000000006,<68.61875;74.13125>,<88.10439808732315;91.32680592362043>,4.9593243089904036,<78.74124664115858;83.14507377833274>,100,800,7340,3079
squad_super_all_v1,distances,5,<79.375;84.64375>,6.934375000000003,<67.75;72.440625>,<87.24973477721687;90.69980615209>,5.806879300092859,<77.81024309033515;81.44285547712401>,100,800,7957,2462
squad_super_all_v1,distances,6,<79.059375;84.065625>,8.178125000000009,<65.75;70.88125>,<87.61930864769752;90.85038162481705>,7.527849125610331,<76.33450294844832;80.09145952208719>,100,800,8447,1972
squad_super_all_v1,distances,7,<78.36875;83.875>,9.118750000000006,<65.309375;69.25>,<87.12495054976331;90.90090550426656>,8.655596642138917,<75.3101074033423;78.4693539076244>,100,800,8768,1651
